SERIALNO,PWGTP,AGEP,RELP,SCHG,SEX,WKHP,ESR,PINCP
2.01E+12,15,57,1,0,2,24,6,29300
2.01E+12,20,20,7,6,1,30,1,3004
2.01E+12,12,67,0,0,1,0,6,20400
2.01E+12,13,65,1,0,2,0,6,13700
2.01E+12,21,30,0,0,1,40,3,35000
2.01E+12,19,25,10,0,2,40,1,23000
2.01E+12,4,43,0,0,1,40,1,37200
2.01E+12,4,48,1,0,2,15,1,15000
2.01E+12,4,7,2,3,1,0,0,0
2.01E+12,3,3,11,1,2,0,0,0
2.01E+12,13,50,0,0,1,60,1,11000
2.01E+12,13,52,10,0,2,0,3,11000
2.01E+12,20,71,0,0,2,0,6,9900
2.01E+12,21,78,1,0,1,0,6,24900
2.01E+12,3,54,0,0,2,0,6,0
2.01E+12,5,58,1,0,1,0,6,15000
2.01E+12,7,82,4,0,2,0,6,14900
2.01E+12,13,53,0,0,2,0,6,7100
2.01E+12,12,52,1,0,1,48,1,70300
2.01E+12,2,44,0,0,1,42,1,39030
2.01E+12,17,83,0,0,1,0,6,12100
2.01E+12,16,72,1,0,2,0,6,40100
2.01E+12,14,40,0,0,2,40,1,48000
2.01E+12,16,15,2,5,1,0,0,0
2.01E+12,11,14,2,4,1,0,0,0
2.01E+12,10,10,2,3,1,0,0,0
2.01E+12,11,6,2,2,1,0,0,0
2.01E+12,11,93,0,0,2,0,6,26100
2.01E+12,17,55,0,0,1,40,1,56000
2.01E+12,16,55,1,0,2,40,6,72000
2.01E+12,19,57,0,0,1,35,1,7700
2.01E+12,22,52,0,0,2,15,1,83000
2.01E+12,21,53,1,0,1,32,1,93000
2.01E+12,22,23,0,6,1,40,1,9600
2.01E+12,21,19,1,0,2,0,6,2900
2.01E+12,27,3,2,0,2,0,0,0
2.01E+12,27,0,2,0,2,0,0,0
2.01E+12,16,56,0,0,1,30,1,59900
2.01E+12,20,53,1,0,2,10,1,45700
2.01E+12,11,36,0,0,2,0,6,0
2.01E+12,9,39,1,0,1,60,1,80000
2.01E+12,8,4,2,0,2,0,0,0
2.01E+12,60,21,0,6,1,50,6,20000
2.01E+12,22,38,0,0,2,15,6,8020
2.01E+12,36,18,2,0,1,0,6,0
2.01E+12,16,17,2,5,2,0,6,0
2.01E+12,22,43,0,0,2,45,1,26000
2.01E+12,21,48,1,0,1,33,1,30000
2.01E+12,13,51,0,6,1,50,1,200000
2.01E+12,12,53,1,0,2,0,6,0
2.01E+12,12,19,0,6,2,30,6,2000
2.01E+12,18,19,10,6,1,0,6,0
2.01E+12,22,74,0,0,2,0,6,48800
2.01E+12,23,75,1,0,1,0,6,131500
2.01E+12,18,46,0,0,1,48,1,92200
2.01E+12,5,19,0,6,2,16,1,3310
2.01E+12,13,19,9,6,1,10,1,1400
2.01E+12,16,65,0,0,1,40,1,28000
2.01E+12,25,15,2,5,1,0,0,6000
2.01E+12,9,69,0,0,2,0,6,20500
2.01E+12,10,50,2,0,1,25,6,3000
2.01E+12,16,49,2,0,1,20,6,3000
2.01E+12,14,53,0,0,2,50,1,39400
2.01E+12,11,56,10,0,1,40,1,62000
2.01E+12,19,33,0,0,2,24,1,22000
2.01E+12,17,38,1,0,1,40,1,45000
2.01E+12,18,9,2,3,1,0,0,0
2.01E+12,17,5,2,1,1,0,0,0
2.01E+12,18,80,0,0,2,0,6,54200
2.01E+12,5,37,0,0,2,40,1,20000
2.01E+12,4,40,1,0,1,60,1,60000
2.01E+12,10,25,0,7,1,40,1,83500
2.01E+12,27,54,0,0,2,3,1,3000
2.01E+12,27,53,1,0,1,0,6,26400
2.01E+12,54,56,14,0,2,25,1,18700
2.01E+12,10,72,0,0,1,0,6,12400
2.01E+12,13,66,1,0,2,30,1,22300
2.01E+12,36,19,5,0,1,30,3,1700
2.01E+12,17,72,0,0,1,0,6,15600
2.01E+12,19,69,1,0,2,0,6,15500
2.01E+12,15,50,0,0,1,50,1,120000
2.01E+12,14,53,1,0,2,0,6,0
2.01E+12,14,86,0,0,1,0,6,60050
2.01E+12,72,23,0,6,1,0,6,500
2.01E+12,14,86,0,0,2,0,6,31900
2.01E+12,12,52,2,0,2,32,1,17000
2.01E+12,28,19,14,6,1,0,6,0
2.01E+12,12,47,0,0,1,50,1,30000
2.01E+12,10,47,1,0,2,40,1,14000
2.01E+12,11,24,2,6,2,25,1,1500
2.01E+12,4,51,0,0,1,40,1,53000
2.01E+12,3,16,2,5,1,1,1,300
2.01E+12,3,13,2,4,2,0,0,0
2.01E+12,4,17,0,5,1,20,2,50000
2.01E+12,5,41,9,0,2,40,1,38000
2.01E+12,10,19,9,6,2,0,6,0
2.01E+12,18,71,0,0,1,0,6,45200
2.01E+12,42,50,0,0,2,40,1,66000
2.01E+12,7,52,0,0,1,38,1,25600
2.01E+12,6,54,1,0,2,35,1,31400
2.01E+12,19,28,0,0,2,60,1,51000
2.01E+12,21,31,10,0,1,40,3,19200
2.01E+12,12,55,0,0,1,45,1,54552
2.01E+12,15,56,1,0,2,47,1,45520
2.01E+12,36,84,0,0,2,0,6,16100
2.01E+12,51,59,2,0,1,0,6,0
2.01E+12,11,58,0,0,1,50,1,39100
2.01E+12,6,53,1,0,2,38,2,14300
2.01E+12,9,50,0,0,1,45,1,27000
2.01E+12,14,46,1,0,2,30,1,15000
2.01E+12,69,25,0,6,1,80,3,14000
2.01E+12,43,8,2,3,2,0,0,0
2.01E+12,44,0,2,0,1,0,0,0
2.01E+12,17,51,0,0,1,0,6,13200
2.01E+12,28,41,10,0,2,20,1,36900
2.01E+12,27,66,0,0,2,99,1,20210
2.01E+12,14,79,0,0,1,0,6,30100
2.01E+12,15,74,1,0,2,0,6,11400
2.01E+12,15,56,0,0,1,0,6,18800
2.01E+12,14,63,1,0,2,0,6,13400
2.01E+12,19,93,6,0,2,0,6,7800
2.01E+12,26,41,0,0,1,40,1,40000
2.01E+12,24,43,1,0,2,0,6,0
2.01E+12,23,7,2,3,2,0,0,0
2.01E+12,26,5,2,2,1,0,0,0
2.01E+12,14,51,0,0,2,30,1,45600
2.01E+12,22,58,1,0,1,40,1,40000
2.01E+12,19,72,0,0,2,0,6,3600
2.01E+12,20,79,1,0,1,0,6,13200
2.01E+12,34,22,0,6,2,40,6,5000
2.01E+12,74,21,9,6,2,20,1,5900
2.01E+12,26,31,0,0,2,35,1,11000
2.01E+12,31,29,1,0,1,50,1,62000
2.01E+12,18,9,2,3,1,0,0,0
2.01E+12,20,1,2,0,1,0,0,0
2.01E+12,11,77,0,0,1,0,6,30000
2.01E+12,18,49,2,0,1,48,1,52000
2.01E+12,23,46,0,0,1,24,1,16200
2.01E+12,19,17,2,5,2,0,3,0
2.01E+12,13,14,2,4,1,0,0,0
2.01E+12,13,12,2,4,1,0,0,0
2.01E+12,51,1,5,0,1,0,0,0
2.01E+12,22,37,10,0,2,49,1,9600
2.01E+12,12,68,0,0,2,0,6,13200
2.01E+12,10,65,1,0,1,40,1,140200
2.01E+12,4,37,0,0,1,48,1,60000
2.01E+12,5,38,1,0,2,30,1,13700
2.01E+12,25,15,2,0,2,0,0,0
2.01E+12,4,11,2,3,1,0,0,0
2.01E+12,13,51,0,0,2,40,1,47230
2.01E+12,23,52,1,0,1,0,3,0
2.01E+12,56,23,2,6,1,40,6,5900
2.01E+12,10,65,0,0,1,0,6,62000
2.01E+12,12,65,1,0,2,0,6,16180
2.01E+12,44,42,0,0,2,50,6,15000
2.01E+12,76,42,10,0,1,40,6,4400
2.01E+12,25,39,0,6,2,20,1,18000
2.01E+12,24,45,1,0,1,0,6,0
2.01E+12,3,16,13,5,1,0,6,0
2.01E+12,14,43,0,0,1,30,1,13000
2.01E+12,2,71,0,0,2,24,6,58200
2.01E+12,14,54,0,0,1,45,1,52000
2.01E+12,23,47,1,0,2,0,6,0
2.01E+12,20,79,0,0,2,0,6,19900
2.01E+12,19,47,0,0,2,20,1,10450
2.01E+12,12,53,1,0,1,40,1,314000
2.01E+12,23,22,2,6,1,40,1,3300
2.01E+12,15,14,2,4,1,0,0,0
2.01E+12,15,74,0,0,1,0,6,24000
2.01E+12,10,68,1,0,2,40,6,26000
2.01E+12,19,32,0,0,1,50,1,75000
2.01E+12,18,34,1,0,2,0,6,0
2.01E+12,12,11,2,4,2,0,0,0
2.01E+12,13,6,2,2,2,0,0,0
2.01E+12,13,4,2,0,2,0,0,0
2.01E+12,14,1,2,0,2,0,0,0
2.01E+12,23,52,0,0,1,50,1,137500
2.01E+12,22,51,1,0,2,30,1,12000
2.01E+12,15,16,2,5,2,5,1,1500
2.01E+12,21,93,0,0,1,0,6,18000
2.01E+12,22,93,1,0,2,0,6,20600
2.01E+12,22,55,0,0,1,40,1,84600
2.01E+12,15,53,1,0,2,24,1,54200
2.01E+12,29,22,2,0,1,30,1,10000
2.01E+12,8,22,0,6,1,30,1,16000
2.01E+12,5,52,0,0,2,40,1,40000
2.01E+12,8,22,2,6,1,80,6,12800
2.01E+12,8,18,2,5,1,80,6,4800
2.01E+12,11,30,0,0,1,40,1,12000
2.01E+12,6,29,1,0,2,0,6,0
2.01E+12,12,12,2,4,2,0,0,0
2.01E+12,12,5,2,0,2,0,0,0
2.01E+12,20,55,0,0,2,0,6,7500
2.01E+12,12,56,0,0,1,40,6,75000
2.01E+12,10,17,2,5,2,10,1,2000
2.01E+12,20,46,0,0,2,60,1,43300
2.01E+12,22,17,2,5,2,10,1,700
2.01E+12,6,61,0,0,1,41,1,45000
2.01E+12,8,63,1,0,2,0,6,5400
2.01E+12,13,73,0,0,1,0,6,251600
2.01E+12,15,74,1,0,2,0,6,0
2.01E+12,15,51,0,0,1,44,1,75100
2.01E+12,14,52,1,0,2,25,1,6000
2.01E+12,14,17,2,5,1,0,6,0
2.01E+12,4,75,0,0,1,0,6,15000
2.01E+12,5,70,1,0,2,0,6,16400
2.01E+12,42,50,0,0,2,28,1,10000
2.01E+12,68,56,1,0,1,40,1,69000
2.01E+12,14,39,0,0,1,40,1,34000
2.01E+12,13,52,0,0,2,60,1,55000
2.01E+12,20,89,0,0,2,0,6,9800
2.01E+12,15,80,0,0,1,0,6,4000
2.01E+12,4,40,0,0,1,60,1,62000
2.01E+12,4,45,1,0,2,48,1,26000
2.01E+12,3,9,2,3,1,0,0,0
2.01E+12,3,6,2,3,2,0,0,0
2.01E+12,25,66,0,0,2,0,6,0
2.01E+12,21,70,1,0,1,0,6,134800
2.01E+12,24,59,0,0,1,60,1,60000
2.01E+12,30,56,1,6,2,60,1,30000
2.01E+12,9,35,0,0,1,40,1,50100
2.01E+12,10,34,1,0,2,0,6,0
2.01E+12,7,1,2,0,2,0,0,0
2.01E+12,8,1,2,0,1,0,0,0
2.01E+12,11,59,0,0,1,55,1,118000
2.01E+12,14,55,1,0,2,55,1,164000
2.01E+12,3,51,0,0,2,15,1,7500
2.01E+12,2,56,10,0,1,60,1,17000
2.01E+12,11,28,0,0,2,20,1,7000
2.01E+12,12,8,2,0,2,0,0,0
2.01E+12,14,6,2,0,1,0,0,0
2.01E+12,19,4,2,0,2,0,0,0
2.01E+12,8,42,0,0,1,50,1,77000
2.01E+12,20,41,1,0,2,25,1,12000
2.01E+12,13,16,2,5,1,0,6,0
2.01E+12,18,10,2,4,2,0,0,0
2.01E+12,15,41,0,6,2,40,1,30000
2.01E+12,15,27,0,0,1,35,1,34000
2.01E+12,6,84,0,0,2,0,6,40700
2.01E+12,5,83,1,0,1,0,6,22700
2.01E+12,20,59,0,0,1,40,1,58200
2.01E+12,27,41,0,0,1,40,1,50300
2.01E+12,20,44,1,0,2,40,1,12000
2.01E+12,27,17,2,5,1,0,6,0
2.01E+12,19,15,2,5,2,0,0,0
2.01E+12,21,79,0,0,2,0,6,20000
2.01E+12,4,88,0,0,1,0,6,26300
2.01E+12,5,83,1,0,2,0,6,12800
2.01E+12,24,85,0,0,2,0,6,17600
2.01E+12,16,40,0,0,1,0,6,190
2.01E+12,14,37,1,0,2,42,2,78190
2.01E+12,14,22,0,0,1,35,1,20200
2.01E+12,12,24,1,0,2,8,1,2000
2.01E+12,11,1,2,0,2,0,0,0
2.01E+12,18,49,0,0,2,24,1,66600
2.01E+12,20,54,1,0,1,40,1,71500
2.01E+12,21,12,2,4,1,0,0,0
2.01E+12,18,11,2,4,2,0,0,0
2.01E+12,19,49,0,0,2,0,6,0
2.01E+12,20,59,1,0,1,0,6,29200
2.01E+12,13,78,13,0,1,0,6,16000
2.01E+12,22,29,0,0,1,40,1,30000
2.01E+12,21,10,2,4,1,0,0,0
2.01E+12,24,22,0,0,2,40,1,9600
2.01E+12,27,6,2,3,1,0,0,0
2.01E+12,23,3,2,1,2,0,0,0
2.01E+12,41,27,10,6,1,0,6,25000
2.01E+12,14,55,0,0,1,0,6,18700
2.01E+12,5,49,0,0,1,40,1,110000
2.01E+12,5,48,1,0,2,15,1,6300
2.01E+12,5,17,2,5,1,30,6,450
2.01E+12,3,11,2,4,2,0,0,0
2.01E+12,20,46,0,0,1,45,1,132300
2.01E+12,13,53,0,0,1,40,1,104000
2.01E+12,13,50,1,0,2,30,1,19200
2.01E+12,30,25,2,0,1,50,1,30000
2.01E+12,51,19,2,5,1,8,1,500
2.01E+12,23,16,2,5,2,0,6,0
2.01E+12,5,76,0,0,1,0,6,18270
2.01E+12,4,72,1,0,2,0,6,10200
2.01E+12,39,20,0,6,2,0,6,0
2.01E+12,66,19,9,6,2,0,6,0
2.01E+12,19,37,0,0,1,40,1,37000
2.01E+12,21,34,1,0,2,32,1,17000
2.01E+12,15,5,2,1,2,0,0,0
2.01E+12,17,4,2,1,1,0,0,0
2.01E+12,16,2,2,0,2,0,0,0
2.01E+12,16,2,2,0,1,0,0,0
2.01E+12,44,26,0,0,2,0,6,8300
2.01E+12,35,9,2,3,2,0,0,0
2.01E+12,21,35,0,0,2,30,3,4000
2.01E+12,16,38,1,0,1,40,1,70000
2.01E+12,12,14,2,4,2,0,0,0
2.01E+12,30,22,0,6,1,35,6,11060
2.01E+12,4,67,0,0,1,0,6,55400
2.01E+12,5,56,1,0,2,0,6,43000
2.01E+12,20,28,0,0,2,35,1,20400
2.01E+12,21,30,1,0,1,42,2,25200
2.01E+12,15,2,2,0,2,0,0,0
2.01E+12,29,56,4,0,1,40,1,15000
2.01E+12,14,55,0,0,2,40,1,90000
2.01E+12,5,70,0,0,2,0,6,15600
2.01E+12,4,71,1,0,1,0,6,23230
2.01E+12,13,29,0,0,2,40,1,17000
2.01E+12,11,10,2,3,2,0,0,0
2.01E+12,11,2,2,0,2,0,0,0
2.01E+12,7,52,0,0,1,0,6,19300
2.01E+12,3,43,1,0,2,24,1,9000
2.01E+12,21,13,2,4,2,0,0,0
2.01E+12,9,11,2,4,1,0,0,0
2.01E+12,22,7,2,3,2,0,0,0
2.01E+12,2,64,0,0,1,50,1,31902
2.01E+12,18,43,0,0,2,0,6,0
2.01E+12,14,44,1,0,1,45,1,80000
2.01E+12,18,87,0,0,1,0,6,17400
2.01E+12,18,85,1,0,2,0,6,3600
2.01E+12,25,18,14,6,1,0,6,5000
2.01E+12,5,45,0,0,2,40,1,32000
2.01E+12,6,45,1,0,1,40,1,43000
2.01E+12,11,50,0,0,1,45,1,35500
2.01E+12,11,50,1,0,2,20,6,8200
2.01E+12,22,19,2,5,2,20,6,800
2.01E+12,12,14,2,5,2,0,0,0
2.01E+12,14,11,2,4,1,0,0,0
2.01E+12,14,49,0,0,2,28,1,36300
2.01E+12,13,49,1,0,1,60,1,90000
2.01E+12,5,46,0,0,1,40,1,40000
2.01E+12,5,45,1,0,2,38,1,12000
2.01E+12,14,30,0,0,2,40,1,31000
2.01E+12,16,46,1,0,1,40,1,32000
2.01E+12,28,18,14,6,1,20,1,2000
2.01E+12,4,60,0,0,2,0,6,10800
2.01E+12,5,63,1,0,1,50,1,63000
2.01E+12,19,62,0,0,1,0,6,11400
2.01E+12,25,66,1,0,2,0,6,49500
2.01E+12,17,57,0,0,2,40,6,62000
2.01E+12,21,43,0,0,1,44,1,71000
2.01E+12,24,34,1,6,2,15,6,6100
2.01E+12,18,7,2,3,2,0,0,0
2.01E+12,18,3,2,0,1,0,0,0
2.01E+12,14,88,0,0,2,0,6,14500
2.01E+12,25,29,0,0,1,40,1,31300
2.01E+12,20,29,1,0,2,40,1,32300
2.01E+12,16,4,2,1,2,0,0,0
2.01E+12,17,0,2,0,2,0,0,0
2.01E+12,46,20,0,6,2,22,1,6300
2.01E+12,75,20,3,6,2,22,1,10800
2.01E+12,13,41,0,0,1,40,1,41500
2.01E+12,18,39,0,0,2,45,1,53000
2.01E+12,12,13,2,4,2,0,0,0
2.01E+12,12,12,2,4,2,0,0,0
2.01E+12,12,10,2,3,2,0,0,0
2.01E+12,14,8,2,3,1,0,0,0
2.01E+12,6,41,0,0,2,40,1,47000
2.01E+12,4,14,2,4,1,0,0,0
2.01E+12,20,64,0,0,2,0,6,7000
2.01E+12,15,69,1,0,1,0,6,22200
2.01E+12,18,49,0,0,2,84,1,5000
2.01E+12,20,49,1,0,1,50,1,68000
2.01E+12,21,71,4,0,2,0,6,15600
2.01E+12,18,70,12,0,1,0,6,28500
2.01E+12,18,66,12,0,1,0,6,22200
2.01E+12,14,54,12,0,2,0,6,9500
2.01E+12,29,50,0,0,1,40,1,82000
2.01E+12,25,42,1,0,2,40,1,82000
2.01E+12,13,3,2,0,2,0,0,0
2.01E+12,14,84,0,0,2,0,6,31000
2.01E+12,12,55,0,0,1,40,1,42000
2.01E+12,22,36,0,0,1,40,1,12200
2.01E+12,19,51,0,0,2,40,1,153500
2.01E+12,21,18,2,5,2,40,6,2300
2.01E+12,13,15,2,5,2,0,0,0
2.01E+12,21,49,0,0,2,55,1,120400
2.01E+12,21,49,1,0,1,40,1,140000
2.01E+12,15,58,0,0,1,50,1,65000
2.01E+12,17,56,1,0,2,40,1,61200
2.01E+12,20,62,0,0,1,0,6,56000
2.01E+12,14,62,1,0,2,22,1,18900
2.01E+12,35,27,0,0,2,20,1,5600
2.01E+12,35,32,1,0,1,50,1,70000
2.01E+12,5,39,0,0,2,40,1,22000
2.01E+12,2,73,0,0,2,60,1,86000
2.01E+12,6,63,0,0,1,85,2,20400
2.01E+12,5,62,1,0,2,40,2,11700
2.01E+12,54,36,0,0,1,45,1,71000
2.01E+12,70,37,1,0,2,40,1,45000
2.01E+12,53,10,2,3,1,0,0,0
2.01E+12,45,7,2,3,2,0,0,0
2.01E+12,13,65,0,0,1,60,6,62880
2.01E+12,11,50,10,7,1,0,6,0
2.01E+12,18,57,0,0,2,30,6,2500
2.01E+12,14,59,1,0,1,35,3,5000
2.01E+12,14,15,2,5,2,0,0,600
2.01E+12,20,77,0,0,2,0,6,88300
2.01E+12,63,27,0,0,1,40,1,36000
2.01E+12,45,23,1,6,2,20,1,10000
2.01E+12,18,43,0,0,1,40,1,41200
2.01E+12,23,35,1,0,2,40,1,40000
2.01E+12,16,1,2,0,2,0,0,0
2.01E+12,20,79,0,0,1,0,6,14500
2.01E+12,17,28,0,6,2,10,1,8000
2.01E+12,15,38,1,0,1,40,1,26000
2.01E+12,21,47,0,0,1,30,6,40620
2.01E+12,21,40,1,0,2,70,1,130020
2.01E+12,23,14,2,5,1,0,0,0
2.01E+12,20,12,2,4,2,0,0,0
2.01E+12,22,8,2,3,1,0,0,0
2.01E+12,17,60,0,0,2,0,6,0
2.01E+12,17,70,1,0,1,0,6,9000
2.01E+12,32,67,0,0,1,0,6,18100
2.01E+12,19,64,0,0,1,0,6,17800
2.01E+12,23,64,0,0,1,25,1,29700
2.01E+12,19,67,1,0,2,0,6,56700
2.01E+12,46,22,0,0,2,3,3,2000
2.01E+12,13,66,0,0,1,40,1,125000
2.01E+12,16,66,1,0,2,0,6,9000
2.01E+12,20,28,2,0,2,20,3,8400
2.01E+12,19,4,5,0,2,0,0,0
2.01E+12,20,1,5,0,2,0,0,0
2.01E+12,13,32,0,7,1,0,6,15600
2.01E+12,14,64,0,0,1,0,6,15800
2.01E+12,12,57,1,0,2,32,1,53000
2.01E+12,20,65,0,0,2,20,1,18900
2.01E+12,14,39,0,0,1,40,1,96100
2.01E+12,13,35,1,0,2,0,6,0
2.01E+12,13,9,2,3,1,0,0,0
2.01E+12,16,7,2,3,2,0,0,0
2.01E+12,12,67,0,0,2,0,6,14370
2.01E+12,10,71,1,0,1,0,6,5000
2.01E+12,16,43,2,0,1,20,1,21400
2.01E+12,3,50,0,0,1,40,1,28340
2.01E+12,3,46,1,0,2,50,1,74000
2.01E+12,19,44,0,0,1,40,1,23000
2.01E+12,5,54,0,0,1,40,1,30000
2.01E+12,4,48,1,6,2,40,1,25000
2.01E+12,18,62,0,0,2,10,1,9700
2.01E+12,14,61,1,0,1,42,1,85000
2.01E+12,13,62,0,0,2,0,6,5800
2.01E+12,11,72,1,0,1,0,6,10000
2.01E+12,20,20,0,6,1,25,1,17000
2.01E+12,33,22,3,0,1,40,1,25000
2.01E+12,28,30,0,6,2,10,1,4400
2.01E+12,23,11,2,4,1,0,0,0
2.01E+12,20,10,2,3,2,0,0,0
2.01E+12,20,8,2,3,2,0,0,0
2.01E+12,20,7,2,3,2,0,0,0
2.01E+12,25,18,14,6,2,0,6,0
2.01E+12,3,7,13,0,1,0,0,0
2.01E+12,4,52,0,0,1,70,6,8000
2.01E+12,5,56,1,0,2,40,1,25100
2.01E+12,10,68,0,0,1,0,6,9800
2.01E+12,12,69,1,0,2,0,6,4900
2.01E+12,31,41,0,0,2,0,6,7500
2.01E+12,21,42,0,0,2,0,3,31400
2.01E+12,16,6,2,3,1,0,0,0
2.01E+12,13,3,2,0,1,0,0,0
2.01E+12,45,27,0,0,2,38,1,30000
2.01E+12,51,30,1,0,1,40,1,50000
2.01E+12,37,4,2,0,1,0,0,0
2.01E+12,37,1,2,0,2,0,0,0
2.01E+12,4,31,0,0,2,72,1,9000
2.01E+12,4,32,1,0,1,40,1,18000
2.01E+12,3,10,2,3,1,0,0,0
2.01E+12,4,9,2,3,1,0,0,0
2.01E+12,4,5,2,2,1,0,0,0
2.01E+12,3,3,2,0,2,0,0,0
2.01E+12,11,74,0,0,1,0,6,16970
2.01E+12,13,71,1,0,2,0,6,18270
2.01E+12,3,54,0,0,1,40,1,123400
2.01E+12,4,49,1,0,2,40,1,17400
2.01E+12,20,48,0,0,2,0,6,40000
2.01E+12,13,50,1,0,1,60,1,42000
2.01E+12,25,21,2,0,1,45,1,28000
2.01E+12,32,39,0,0,1,50,1,110000
2.01E+12,29,39,1,0,2,0,6,0
2.01E+12,28,9,2,3,2,0,0,0
2.01E+12,32,5,2,1,1,0,0,0
2.01E+12,12,61,0,0,1,23,1,35900
2.01E+12,41,55,0,0,1,70,1,108000
2.01E+12,5,26,0,0,1,40,1,78000
2.01E+12,5,27,1,0,2,40,1,40000
2.01E+12,12,54,0,0,1,60,1,125200
2.01E+12,13,54,1,6,2,40,1,57000
2.01E+12,25,18,2,6,2,10,1,4000
2.01E+12,9,53,0,0,2,40,1,20000
2.01E+12,19,24,2,0,1,20,1,2300
2.01E+12,11,18,0,6,2,25,1,9000
2.01E+12,17,18,9,6,2,30,1,3000
2.01E+12,9,66,0,0,1,0,6,41900
2.01E+12,12,64,1,0,2,16,6,18800
2.01E+12,2,51,0,0,2,55,1,51020
2.01E+12,3,22,2,0,1,30,3,12050
2.01E+12,3,16,2,5,1,0,6,8304
2.01E+12,17,35,0,0,1,60,1,50000
2.01E+12,18,27,1,0,2,50,1,33000
2.01E+12,5,85,0,0,1,0,6,20800
2.01E+12,24,33,0,0,1,55,1,84500
2.01E+12,14,36,1,0,2,40,1,75000
2.01E+12,10,0,2,0,2,0,0,0
2.01E+12,15,0,2,0,1,0,0,0
2.01E+12,21,73,6,0,1,0,6,30600
2.01E+12,17,5,12,2,1,0,0,0
2.01E+12,13,69,0,0,2,40,1,19000
2.01E+12,19,89,0,0,1,0,6,94000
2.01E+12,20,81,1,0,2,0,6,5600
2.01E+12,6,80,0,0,2,0,6,17300
2.01E+12,7,27,5,0,2,24,1,12200
2.01E+12,5,9,5,3,2,0,0,0
2.01E+12,5,4,5,0,1,0,0,0
2.01E+12,19,76,0,0,2,0,6,1500
2.01E+12,9,47,0,0,2,34,6,15000
2.01E+12,7,13,2,4,2,0,0,0
2.01E+12,27,38,0,0,1,45,1,44000
2.01E+12,13,34,1,0,2,45,6,50000
2.01E+12,20,85,0,0,1,0,6,33000
2.01E+12,21,83,1,0,2,0,6,25600
2.01E+12,11,61,0,0,1,10,6,12004
2.01E+12,4,73,0,0,2,82,1,30000
2.01E+12,7,55,2,0,1,0,6,7700
2.01E+12,57,35,0,0,1,40,1,12000
2.01E+12,82,58,4,0,2,0,6,9500
2.01E+12,98,28,9,0,1,40,1,20500
2.01E+12,6,40,0,7,2,0,6,0
2.01E+12,4,43,1,0,1,45,1,100000
2.01E+12,4,13,2,4,1,0,0,0
2.01E+12,3,10,2,3,2,0,0,0
2.01E+12,22,19,14,6,1,42,6,560
2.01E+12,86,31,0,0,2,40,1,35000
2.01E+12,64,24,0,0,1,40,1,24000
2.01E+12,83,24,9,0,1,40,1,12600
2.01E+12,18,57,0,0,2,0,6,7700
2.01E+12,18,78,0,0,2,0,6,53200
2.01E+12,28,51,2,0,1,0,6,0
2.01E+12,75,29,0,0,1,40,1,40000
2.01E+12,57,25,10,6,2,15,1,1300
2.01E+12,21,64,0,0,1,50,1,37400
2.01E+12,25,63,1,0,2,0,6,58000
2.01E+12,14,57,0,0,2,40,1,60000
2.01E+12,11,61,1,0,1,20,1,331000
2.01E+12,19,54,0,0,1,40,1,71000
2.01E+12,18,53,1,0,2,0,6,0
2.01E+12,30,24,2,0,1,0,3,0
2.01E+12,29,19,2,6,1,40,6,840
2.01E+12,21,18,14,6,2,0,6,0
2.01E+12,60,21,0,6,1,0,6,0
2.01E+12,96,20,9,6,2,13,1,2000
2.01E+12,14,84,0,0,2,0,6,20000
2.01E+12,15,58,0,0,1,0,3,0
2.01E+12,24,49,0,0,2,0,3,0
2.01E+12,15,50,10,0,1,33,1,16000
2.01E+12,13,61,0,0,1,45,1,70000
2.01E+12,12,48,1,0,2,25,1,20000
2.01E+12,8,25,0,0,2,40,1,16000
2.01E+12,7,5,2,2,2,0,0,0
2.01E+12,20,76,0,0,1,0,6,21100
2.01E+12,18,71,1,0,2,0,6,12800
2.01E+12,18,86,0,0,2,0,6,62200
2.01E+12,13,36,0,0,1,40,1,75000
2.01E+12,17,41,1,0,2,30,1,18000
2.01E+12,12,10,2,3,1,0,0,0
2.01E+12,14,51,0,0,1,40,1,105000
2.01E+12,11,48,1,0,2,30,1,30000
2.01E+12,13,17,2,5,1,15,1,4500
2.01E+12,10,15,2,5,2,0,0,0
2.01E+12,54,20,0,0,1,50,1,24000
2.01E+12,40,0,2,0,1,0,0,0
2.01E+12,45,22,10,6,2,40,1,13000
2.01E+12,5,58,0,0,1,45,1,55000
2.01E+12,5,61,1,0,2,0,6,7000
2.01E+12,6,81,4,0,2,0,6,19200
2.01E+12,4,10,5,3,2,0,0,0
2.01E+12,21,56,0,0,1,0,6,10900
2.01E+12,19,59,1,0,2,40,1,32100
2.01E+12,18,35,0,0,1,40,1,74000
2.01E+12,5,62,0,0,2,0,6,22000
2.01E+12,22,57,0,0,2,20,1,20000
2.01E+12,18,55,1,0,1,40,1,103000
2.01E+12,15,47,0,6,2,40,1,35040
2.01E+12,12,32,0,0,1,45,1,110200
2.01E+12,13,50,0,0,1,50,1,60000
2.01E+12,12,40,1,0,2,45,1,36000
2.01E+12,13,17,2,5,1,50,6,3500
2.01E+12,13,14,2,5,1,0,0,0
2.01E+12,7,20,0,6,2,40,6,1500
2.01E+12,18,55,0,0,2,0,6,10000
2.01E+12,21,48,1,0,1,40,1,46200
2.01E+12,19,22,2,0,2,30,1,3000
2.01E+12,25,18,14,6,2,32,6,2000
